"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1881","1881","04","Kilkenny","2","Female","Number","50560"
"F1001C01","Population at Each Census","1881","1881","05","Laois","-","Both sexes","Number","73124"
"F1001C01","Population at Each Census","1881","1881","05","Laois","1","Male","Number","36861"
"F1001C01","Population at Each Census","1881","1881","05","Laois","2","Female","Number","36263"
"F1001C01","Population at Each Census","1881","1881","06","Longford","-","Both sexes","Number","61009"
"F1001C01","Population at Each Census","1881","1881","06","Longford","1","Male","Number","30770"
"F1001C01","Population at Each Census","1881","1881","06","Longford","2","Female","Number","30239"
"F1001C01","Population at Each Census","1881","1881","07","Louth","-","Both sexes","Number","77684"
"F1001C01","Population at Each Census","1881","1881","07","Louth","1","Male","Number","37989"
"F1001C01","Population at Each Census","1881","1881","07","Louth","2","Female","Number","39695"
"F1001C01","Population at Each Census","1881","1881","08","Meath","-","Both sexes","Number","87469"
"F1001C01","Population at Each Census","1881","1881","08","Meath","1","Male","Number","44315"
"F1001C01","Population at Each Census","1881","1881","08","Meath","2","Female","Number","43154"
"F1001C01","Population at Each Census","1881","1881","09","Offaly","-","Both sexes","Number","72852"
"F1001C01","Population at Each Census","1881","1881","09","Offaly","1","Male","Number","37106"
"F1001C01","Population at Each Census","1881","1881","09","Offaly","2","Female","Number","35746"
"F1001C01","Population at Each Census","1881","1881","10","Westmeath","-","Both sexes","Number","71798"
"F1001C01","Population at Each Census","1881","1881","10","Westmeath","1","Male","Number","36478"
"F1001C01","Population at Each Census","1881","1881","10","Westmeath","2","Female","Number","35320"
"F1001C01","Population at Each Census","1881","1881","11","Wexford","-","Both sexes","Number","123854"
"F1001C01","Population at Each Census","1881","1881","11","Wexford","1","Male","Number","60928"
"F1001C01","Population at Each Census","1881","1881","11","Wexford","2","Female","Number","62926"
"F1001C01","Population at Each Census","1881","1881","12","Wicklow","-","Both sexes","Number","70386"
"F1001C01","Population at Each Census","1881","1881","12","Wicklow","1","Male","Number","35101"
"F1001C01","Population at Each Census","1881","1881","12","Wicklow","2","Female","Number","35285"
"F1001C01","Population at Each Census","1881","1881","13","Clare","-","Both sexes","Number","141457"
"F1001C01","Population at Each Census","1881","1881","13","Clare","1","Male","Number","71058"
"F1001C01","Population at Each Census","1881","1881","13","Clare","2","Female","Number","70399"
"F1001C01","Population at Each Census","1881","1881","14","Cork","-","Both sexes","Number","495607"
"F1001C01","Population at Each Census","1881","1881","14","Cork","1","Male","Number","246044"
"F1001C01","Population at Each Census","1881","1881","14","Cork","2","Female","Number","249563"
"F1001C01","Population at Each Census","1881","1881","15","Kerry","-","Both sexes","Number","201039"
"F1001C01","Population at Each Census","1881","1881","15","Kerry","1","Male","Number","101208"
"F1001C01","Population at Each Census","1881","1881","15","Kerry","2","Female","Number","99831"
"F1001C01","Population at Each Census","1881","1881","16","Limerick","-","Both sexes","Number","180632"
"F1001C01","Population at Each Census","1881","1881","16","Limerick","1","Male","Number","88311"
"F1001C01","Population at Each Census","1881","1881","16","Limerick","2","Female","Number","92321"
"F1001C01","Population at Each Census","1881","1881","17","Tipperary","-","Both sexes","Number","199612"
"F1001C01","Population at Each Census","1881","1881","17","Tipperary","1","Male","Number","98755"
"F1001C01","Population at Each Census","1881","1881","17","Tipperary","2","Female","Number","100857"
"F1001C01","Population at Each Census","1881","1881","18","Waterford","-","Both sexes","Number","112768"
"F1001C01","Population at Each Census","1881","1881","18","Waterford","1","Male","Number","54618"
"F1001C01","Population at Each Census","1881","1881","18","Waterford","2","Female","Number","58150"
"F1001C01","Population at Each Census","1881","1881","19","Galway","-","Both sexes","Number","242005"
"F1001C01","Population at Each Census","1881","1881","19","Galway","1","Male","Number","120609"
"F1001C01","Population at Each Census","1881","1881","19","Galway","2","Female","Number","121396"
"F1001C01","Population at Each Census","1881","1881","20","Leitrim","-","Both sexes","Number","90372"
"F1001C01","Population at Each Census","1881","1881","20","Leitrim","1","Male","Number","45190"
"F1001C01","Population at Each Census","1881","1881","20","Leitrim","2","Female","Number","45182"
"F1001C01","Population at Each Census","1881","1881","21","Mayo","-","Both sexes","Number","245212"
"F1001C01","Population at Each Census","1881","1881","21","Mayo","1","Male","Number","119421"
"F1001C01","Population at Each Census","1881","1881","21","Mayo","2","Female","Number","125791"
"F1001C01","Population at Each Census","1881","1881","22","Roscommon","-","Both sexes","Number","132490"
"F1001C01","Population at Each Census","1881","1881","22","Roscommon","1","Male","Number","66657"
"F1001C01","Population at Each Census","1881","1881","22","Roscommon","2","Female","Number","65833"
"F1001C01","Population at Each Census","1881","1881","23","Sligo","-","Both sexes","Number","111578"
"F1001C01","Population at Each Census","1881","1881","23","Sligo","1","Male","Number","55144"
"F1001C01","Population at Each Census","1881","1881","23","Sligo","2","Female","Number","56434"
"F1001C01","Population at Each Census","1881","1881","24","Cavan","-","Both sexes","Number","129476"
"F1001C01","Population at Each Census","1881","1881","24","Cavan","1","Male","Number","64637"
"F1001C01","Population at Each Census","1881","1881","24","Cavan","2","Female","Number","64839"
"F1001C01","Population at Each Census","1881","1881","25","Donegal","-","Both sexes","Number","206035"
"F1001C01","Population at Each Census","1881","1881","25","Donegal","1","Male","Number","100671"
"F1001C01","Population at Each Census","1881","1881","25","Donegal","2","Female","Number","105364"
"F1001C01","Population at Each Census","1881","1881","26","Monaghan","-","Both sexes","Number","102748"
"F1001C01","Population at Each Census","1881","1881","26","Monaghan","1","Male","Number","50077"
"F1001C01","Population at Each Census","1881","1881","26","Monaghan","2","Female","Number","52671"
"F1001C01","Population at Each Census","1891","1891","-","State","-","Both sexes","Number","3468694"
"F1001C01","Population at Each Census","1891","1891","-","State","1","Male","Number","1728601"
"F1001C01","Population at Each Census","1891","1891","-","State","2","Female","Number","1740093"
"F1001C01","Population at Each Census","1891","1891","01","Carlow","-","Both sexes","Number","40936"
"F1001C01","Population at Each Census","1891","1891","01","Carlow","1","Male","Number","20552"
"F1001C01","Population at Each Census","1891","1891","01","Carlow","2","Female","Number","20384"
"F1001C01","Population at Each Census","1891","1891","02","Dublin","-","Both sexes","Number","419216"
"F1001C01","Population at Each Census","1891","1891","02","Dublin","1","Male","Number","197409"
"F1001C01","Population at Each Census","1891","1891","02","Dublin","2","Female","Number","221807"
"F1001C01","Population at Each Census","1891","1891","03","Kildare","-","Both sexes","Number","70206"
"F1001C01","Population at Each Census","1891","1891","03","Kildare","1","Male","Number","38407"
"F1001C01","Population at Each Census","1891","1891","03","Kildare","2","Female","Number","31799"
"F1001C01","Population at Each Census","1891","1891","04","Kilkenny","-","Both sexes","Number","87261"
"F1001C01","Population at Each Census","1891","1891","04","Kilkenny","1","Male","Number","43468"
"F1001C01","Population at Each Census","1891","1891","04","Kilkenny","2","Female","Number","43793"
"F1001C01","Population at Each Census","1891","1891","05","Laois","-","Both sexes","Number","64883"
"F1001C01","Population at Each Census","1891","1891","05","Laois","1","Male","Number","33171"
"F1001C01","Population at Each Census","1891","1891","05","Laois","2","Female","Number","31712"
"F1001C01","Population at Each Census","1891","1891","06","Longford","-","Both sexes","Number","52647"
"F1001C01","Population at Each Census","1891","1891","06","Longford","1","Male","Number","26681"
"F1001C01","Population at Each Census","1891","1891","06","Longford","2","Female","Number","25966"
"F1001C01","Population at Each Census","1891","1891","07","Louth","-","Both sexes","Number","71038"
"F1001C01","Population at Each Census","1891","1891","07","Louth","1","Male","Number","35242"
"F1001C01","Population at Each Census","1891","1891","07","Louth","2","Female","Number","35796"
"F1001C01","Population at Each Census","1891","1891","08","Meath","-","Both sexes","Number","76987"
"F1001C01","Population at Each Census","1891","1891","08","Meath","1","Male","Number","39224"
"F1001C01","Population at Each Census","1891","1891","08","Meath","2","Female","Number","37763"
"F1001C01","Population at Each Census","1891","1891","09","Offaly","-","Both sexes","Number","65563"
"F1001C01","Population at Each Census","1891","1891","09","Offaly","1","Male","Number","33777"
"F1001C01","Population at Each Census","1891","1891","09","Offaly","2","Female","Number","31786"
"F1001C01","Population at Each Census","1891","1891","10","Westmeath","-","Both sexes","Number","65109"
"F1001C01","Population at Each Census","1891","1891","10","Westmeath","1","Male","Number","33927"
"F1001C01","Population at Each Census","1891","1891","10","Westmeath","2","Female","Number","31182"
"F1001C01","Population at Each Census","1891","1891","11","Wexford","-","Both sexes","Number","111778"
"F1001C01","Population at Each Census","1891","1891","11","Wexford","1","Male","Number","54935"
"F1001C01","Population at Each Census","1891","1891","11","Wexford","2","Female","Number","56843"
"F1001C01","Population at Each Census","1891","1891","12","Wicklow","-","Both sexes","Number","62136"
"F1001C01","Population at Each Census","1891","1891","12","Wicklow","1","Male","Number","31054"
"F1001C01","Population at Each Census","1891","1891","12","Wicklow","2","Female","Number","31082"
"F1001C01","Population at Each Census","1891","1891","13","Clare","-","Both sexes","Number","124483"
"F1001C01","Population at Each Census","1891","1891","13","Clare","1","Male","Number","63138"
"F1001C01","Population at Each Census","1891","1891","13","Clare","2","Female","Number","61345"
"F1001C01","Population at Each Census","1891","1891","14","Cork","-","Both sexes","Number","438432"
"F1001C01","Population at Each Census","1891","1891","14","Cork","1","Male","Number","219988"
"F1001C01","Population at Each Census","1891","1891","14","Cork","2","Female","Number","218444"
"F1001C01","Population at Each Census","1891","1891","15","Kerry","-","Both sexes","Number","179136"
